,row_id,icd9_code,short_title,long_title
12752,12753,E8234,Oth coll stnd obj-st car,Other motor vehicle nontraffic accident involving collision with stationary object injuring occupant of streetcar
12753,12754,E8235,Oth coll stnd obj-rider,Other motor vehicle nontraffic accident involving collision with stationary object injuring rider of animal; occupant of animal-drawn vehicle
12754,12755,E8236,Oth coll stn obj-ped cyc,Other motor vehicle nontraffic accident involving collision with stationary object injuring pedal cyclist
12755,12756,E8237,Oth coll stnd obj-pedest,Other motor vehicle nontraffic accident involving collision with stationary object injuring pedestrian
12756,12757,E8238,Oth coll stn obj-per NEC,Other motor vehicle nontraffic accident involving collision with stationary object injuring other specified person
12757,12758,E8239,Oth col-stnd-obj-per NOS,Other motor vehicle nontraffic accident involving collision with stationary object injuring unspecified person
12758,12759,E8240,N-traf board/alight-driv,Other motor vehicle nontraffic accident while boarding and alighting injuring driver of motor vehicle other than motorcycle
12759,12760,E8241,N-traf board/alight-psgr,Other motor vehicle nontraffic accident while boarding and alighting injuring passenger in motor vehicle other than motorcycle
12760,12761,E8242,N-traf brd/alight-mocycl,Other motor vehicle nontraffic accident while boarding and alighting injuring motorcyclist
12761,12762,E8243,N-traf brd/alit-mcyc psg,Other motor vehicle nontraffic accident while boarding and alighting injuring passenger on motorcycle
12762,12763,E8244,N-traf brd/alit-st car,Other motor vehicle nontraffic accident while boarding and alighting injuring occupant of streetcar
12763,12764,E8245,N-traf brd/alit-anim rid,Other motor vehicle nontraffic accident while boarding and alighting injuring rider of animal; occupant of animal-drawn vehicle
12764,12765,E8717,FB post-catheter removal,Foreign object left in body during removal of catheter or packing
12765,12766,E8718,Post-op foreign body NEC,Foreign object left in body during other specified procedures
12766,12767,E8719,Post-op foreign body NOS,Foreign object left in body during unspecified procedure
12767,12768,E8720,Failure sterile surgery,Failure of sterile precautions during surgical operation
12768,12769,V568,"Dialysis encounter, NEC",Encounter for other dialysis
12769,12770,V570,Breathing exercises,Care involving breathing exercises
12770,12771,V571,Physical therapy NEC,Care involving other physical therapy
12771,12772,V5721,Encntr occupatnal thrpy,Encounter for occupational therapy
12772,12773,V5722,Encntr vocational thrpy,Encounter for vocational therapy
12773,12774,V573,Speech-language therapy,Care involving speech-language therapy
12774,12775,V574,Orthoptic training,Care involving orthoptic training
12775,12776,V5781,Orthotic training,Care involving orthotic training
12776,12777,V5789,Rehabilitation proc NEC,Care involving other specified rehabilitation procedure
12777,12778,V579,Rehabilitation proc NOS,Care involving unspecified rehabilitation procedure
12778,12779,V580,Radiotherapy encounter,Encounter for radiotherapy
12779,12780,V5811,Antineoplastic chemo enc,Encounter for antineoplastic chemotherapy
12780,12781,V5812,Immunotherapy encounter,Encounter for antineoplastic immunotherapy
12781,12782,V582,"Blood transfusion, no dx","Blood transfusion, without reported diagnosis"
12782,12783,V5830,Attn rem nonsurg dressng,Encounter for change or removal of nonsurgical wound dressing
12783,12784,V5831,Attn rem surg dressing,Encounter for change or removal of surgical wound dressing
12784,12785,V5832,Attn removal of sutures,Encounter for removal of sutures
12785,12786,V5841,Encntr plnd po wnd clsr,Encounter for planned post-operative wound closure
12786,12787,V5842,Aftercare neoplasm surg,Aftercare following surgery for neoplasm
12787,12788,V5843,Aftrcare inj/trauma surg,Aftercare following surgery for injury and trauma
12788,12789,V5844,Aftercare organ transplt,Aftercare following organ transplant
12789,12790,V5849,Postop oth specfd aftrcr,Other specified aftercare following surgery
12790,12791,V585,Orthodontics aftercare,Orthodontics aftercare
12791,12792,V5861,Long-term use anticoagul,Long-term (current) use of anticoagulants
12792,12793,V5862,Long-term use antibiotic,Long-term (current) use of antibiotics
12793,12794,V5863,Lng use antiplte/thrmbtc,Long-term (current) use of antiplatelet/antithrombotic
12794,12795,V5864,Long-term anti-inflamtry,Long-term (current) use of non-steroidal anti-inflammatories (NSAID)
12795,12796,V5865,Long-term use steroids,Long-term (current) use of steroids
12796,12797,V5866,Long-term use of aspirin,Long-term (current) use of aspirin
12797,12798,V5867,Long-term use of insulin,Long-term (current) use of insulin
12798,12799,V5868,Lng term bisphosphonates,Long term (current) use of bisphosphonates
12799,12800,V5869,Long-term use meds NEC,Long-term (current) use of other medications
12800,12801,V5871,Aft surg sense org NEC,"Aftercare following surgery of the sense organs, NEC"
12801,12802,V5872,Aftcre surg nerv sys NEC,"Aftercare following surgery of the nervous system, NEC"
12802,12803,V5873,Aft surg circ syst NEC,"Aftercare following surgery of the circulatory system, NEC"
12803,12804,V5874,Aftrcre surg respsys NEC,"Aftercare following surgery of the respiratory system, NEC"
12804,12805,V5875,Aft oral cav/dig sys NEC,"Aftercare following surgery of the teeth, oral cavity and digestive system, NEC"
12805,12806,V5876,Aftrcre surg GU syst NEC,"Aftercare following surgery of the genitourinary system, NEC"
12806,12807,V5877,Aft surg skin/subcu NEC,"Aftercare following surgery of the skin and subcutaneous tissue, NEC"
12807,12808,V5878,Aftrcre surg MS syst NEC,"Aftercare following surgery of the musculoskeletal system, NEC"
12808,12809,V5881,Fit/adj vascular cathetr,Fitting and adjustment of vascular catheter
12809,12810,V5882,Fit/adj non-vsc cath NEC,"Fitting and adjustment of nonvascular catheter, NEC"
12810,12811,V5883,Therapeutic drug monitor,Encounter for therapeutic drug monitoring
12811,12812,V5889,Other specfied aftercare,Other specified aftercare
12812,12813,V589,Aftercare NOS,Unspecified aftercare
12813,12814,V5901,Blood donor-whole blood,"Blood donors, whole blood"
12814,12815,V5902,Blood donor-stem cells,"Blood donors, stem cells"
12815,12816,V5909,Blood donor NEC,Other blood donors
12816,12817,V591,Skin donor,Skin donors
12817,12818,V592,Bone donor,Bone donors
12818,12819,V593,Bone marrow donor,Bone marrow donors
12819,12820,V594,Kidney donor,Kidney donors
12820,12821,V595,Cornea donor,Cornea donors
12821,12822,V596,Liver donor,Liver donors
12822,12823,V5970,Egg donor NEC,"Egg (oocyte) (ovum) donor, unspecified"
12823,12824,V5971,Egg donor age <35 anon,"Egg (oocyte) (ovum) donor, under age 35, anonymous recipient"
12824,12825,V5972,Egg donor age <35 desig,"Egg (oocyte) (ovum) donor, under age 35, designated recipient"
12825,12826,V5973,Egg donor age 35+ anon,"Egg (oocyte) (ovum) donor, age 35 and over, anonymous recipient"
12826,12827,V5974,Egg donor age 35+ desig,"Egg (oocyte) (ovum) donor, age 35 and over, designated recipient"
12827,12828,V598,Org or tissue donor NEC,Donors of other specified organ or tissue
12828,12829,V599,Org or tissue donor NOS,Donors of unspecified organ or tissue
12829,12830,V600,Lack of housing,Lack of housing
12830,12831,V601,Inadequate housing,Inadequate housing
12831,12832,V602,Economic problem,Inadequate material resources
12832,12833,V603,Person living alone,Person living alone
12833,12834,V604,No family able to care,No other household member able to render care
12834,12835,V605,Holiday relief care,Holiday relief care
12835,12836,V606,Person in resident inst,Person living in residential institution
12836,12837,V6081,Foster care (status),Foster care (status)
12837,12838,V6089,Housing/econo circum NEC,Other specified housing or economic circumstances
12838,12839,V609,Housing/econo circum NOS,Unspecified housing or economic circumstance
12839,12840,V6101,Fmily dsrpt-fam military,Family disruption due to family member on military deployment
12840,12841,V6102,Fmily dsrpt-ret military,Family disruption due to return of family member from military deployment
12841,12842,V6103,Fmily dsrpt- divorce/sep,Family disruption due to divorce or legal separation
12842,12843,V6104,Family dsrpt-estrangmemt,Family disruption due to parent-child estrangement
12843,12844,V6105,Famly dsrpt-chld custody,Family disruption due to child in welfare custody
12844,12845,V6106,Family dsrpt-foster care,Family disruption due to child in foster care or in care of non-parental family member
12845,12846,V6107,Family dsrpt-death membr,Family disruption due to death of family member
12846,12847,V6108,Fmly dsrp-fam absnce NEC,Family disruption due to other extended absence of family member
12847,12848,V6109,Family disruption NEC,Other family disruption
12848,12849,V6110,Consl partner prob,"Counseling for marital and partner problems, unspecified"
12849,12850,V6111,Cnsl victm partner abuse,Counseling for victim of spousal and partner abuse
12850,12851,V6112,Cnsl perp partner abuse,Counseling for perpetrator of spousal and partner abuse
12851,12852,9093,Late eff surg/med compl,Late effect of complications of surgical and medical care
12852,12853,E9362,Adv eff succinimides,Succinimides causing adverse effects in therapeutic use
12853,12854,E9363,Adv eff antconvl NEC/NOS,Other and unspecified anticonvulsants causing adverse effects in therapeutic use
12854,12855,E9364,Adv eff anti-parkinson,Anti-parkinsonism drugs causing adverse effects in therapeutic use
12855,12856,E9370,Adv eff barbiturates,Barbiturates causing adverse effects in therapeutic use
12856,12857,66484,Perin traum NEC-postpart,"Other specified trauma to perineum and vulva, postpartum condition or complication"
12857,12858,66490,Ob perin traum NOS-unsp,"Unspecified trauma to perineum and vulva, unspecified as to episode of care or not applicable"
12858,12859,66491,Ob perineal trau NOS-del,"Unspecified trauma to perineum and vulva, delivered, with or without mention of antepartum condition"
12859,12860,66494,Perin traum NOS-postpart,"Unspecified trauma to perineum and vulva, postpartum condition or complication"
12860,12861,66500,Prelabor rupt uter-unsp,"Rupture of uterus before onset of labor, unspecified as to episode of care or not applicable"
12861,12862,66501,Prelabor rupt uterus-del,"Rupture of uterus before onset of labor, delivered, with or without mention of antepartum condition"
12862,12863,66503,Prelab rupt uter-antepar,"Rupture of uterus before onset of labor, antepartum condition or complication"
12863,12864,66510,Rupture uterus NOS-unsp,"Rupture of uterus during labor, unspecified as to episode of care or not applicable"
12864,12865,66511,Rupture uterus NOS-deliv,"Rupture of uterus during labor, delivered, with or without mention of antepartum condition"
12865,12866,66520,Inversion of uterus-unsp,"Inversion of uterus, unspecified as to episode of care or not applicable"
12866,12867,66522,Invers uterus-del w p/p,"Inversion of uterus, delivered, with mention of postpartum complication"
12867,12868,66524,Invers uterus-postpart,"Inversion of uterus, postpartum condition or complication"
12868,12869,66530,Lacerat of cervix-unspec,"Laceration of cervix, unspecified as to episode of care or not applicable"
12869,12870,66531,Lacerat of cervix-deliv,"Laceration of cervix, delivered, with or without mention of antepartum condition"
12870,12871,66534,Lacer of cervix-postpart,"Laceration of cervix, postpartum condition or complication"
12871,12872,66540,High vaginal lacer-unsp,"High vaginal laceration, unspecified as to episode of care or not applicable"
12872,12873,66541,High vaginal lacer-deliv,"High vaginal laceration, delivered, with or without mention of antepartum condition"
12873,12874,66544,High vaginal lac-postpar,"High vaginal laceration, postpartum condition or complication"
12874,12875,66550,Ob inj pelv org NEC-unsp,"Other injury to pelvic organs, unspecified as to episode of care or not applicable"
12875,12876,66551,Ob inj pelv org NEC-del,"Other injury to pelvic organs, delivered, with or without mention of antepartum condition"
